
38480
1.5, 0.5, 1.0, 4, 16249
1.5, 0.5, 1.5, 136, 27314
1.5, 0.5, 2.0, 246, 22410
1.5, 0.5, 2.5, 776, 31309
1.5, 1.0, 0.5, 758, 18351
1.5, 1.0, 1.0, 530, 15828
1.5, 1.0, 1.5, 11, 23759
1.5, 1.0, 2.0, 759, 20326
1.5, 1.0, 2.5, 189, 33405
1.5, 1.5, 0.5, 298, 17573
1.5, 1.5, 1.0, 110, 16462
1.5, 1.5, 1.5, 71, 21292
1.5, 1.5, 2.0, 184, 23541
1.5, 1.5, 2.5, 638, 33693
1.5, 2.0, 0.5, 686, 12353
1.5, 2.0, 1.0, 514, 13879
1.5, 2.0, 1.5, 784, 23471
1.5, 2.0, 2.0, 337, 21783
1.5, 2.0, 2.5, 177, 30617
1.5, 2.5, 0.5, 414, 15629
1.5, 2.5, 1.0, 232, 13791
1.5, 2.5, 1.5, 277, 24136
1.5, 2.5, 2.0, 648, 25475
1.5, 2.5, 2.5, 687, 31094
2.0, 0.5, 0.5, 407, 19245
2.0, 0.5, 1.0, 5, 14743
2.0, 0.5, 1.5, 970, 21208
2.0, 0.5, 2.0, 711, 21960
2.0, 0.5, 2.5, 259, 31015
2.0, 1.0, 0.5, 679, 12770
2.0, 1.0, 1.0, 805, 18758
2.0, 1.0, 1.5, 451, 24740
2.0, 1.0, 2.0, 441, 19747
2.0, 1.0, 2.5, 229, 32827
2.0, 1.5, 0.5, 713, 15084
2.0, 1.5, 1.0, 285, 13350
2.0, 1.5, 1.5, 426, 23033
2.0, 1.5, 2.0, 910, 24065
2.0, 1.5, 2.5, 681, 34872



0.5, 0.5, 2, 557, 31745
0.5, 0.5, 4, 522, 50067
0.5, 0.5, 6, 119, 54999
0.5, 0.5, 8, 494, 54577
0.5, 0.5, 10, 746, 56618
0.5, 0.5, 12, 624, 58095
0.5, 0.5, 14, 320, 54541
0.5, 0.5, 16, 673, 57467
0.5, 0.5, 18, 332, 55538
0.5, 0.5, 20, 308, 56538
0.5, 0.5, 22, 566, 55039
0.5, 0.5, 24, 636, 57019
0.5, 0.5, 26, 411, 57375
0.5, 0.5, 28, 644, 56227
0.5, 0.5, 30, 260, 58313
0.5, 0.5, 32, 211, 57532
0.5, 0.5, 34, 443, 53942
0.5, 0.5, 36, 286, 58530
0.5, 0.5, 38, 887, 55642
0.5, 0.5, 40, 673, 57121
0.5, 0.5, 42, 889, 56215
0.5, 0.5, 44, 427, 56939
0.5, 0.5, 46, 466, 53570
0.5, 0.5, 48, 775, 56014
0.5, 0.5, 50, 216, 56303
0.5, 0.5, 52, 902, 55603
0.5, 0.5, 54, 665, 57846
0.5, 0.5, 56, 952, 56824
0.5, 0.5, 58, 527, 55510
0.5, 0.5, 60, 625, 59136


59136
0.3, 0.2, 20, 973, 55481
0.3, 0.4, 20, 660, 54488
0.3, 0.6000000000000001, 20, 62, 55596
0.3, 0.8, 20, 970, 54850
0.3, 1.0, 20, 975, 52449
0.3, 1.2000000000000002, 20, 357, 54324
0.3, 1.4000000000000001, 20, 298, 57397
0.3, 1.6, 20, 999, 53623
0.3, 1.8, 20, 806, 53222
0.3, 2.0, 20, 177, 56188
0.3, 2.2, 20, 203, 56863
0.3, 2.4000000000000004, 20, 140, 59568
0.3, 2.6, 20, 705, 56149
0.3, 2.8000000000000003, 20, 767, 57480
0.3, 3.0, 20, 60, 57313
0.6, 0.2, 20, 649, 58615
0.6, 0.4, 20, 220, 57154
0.6, 0.6000000000000001, 20, 359, 54274
0.6, 0.8, 20, 81, 55421
0.6, 1.0, 20, 528, 57929
0.6, 1.2000000000000002, 20, 558, 55011
0.6, 1.4000000000000001, 20, 368, 55382
0.6, 1.6, 20, 802, 56067
0.6, 1.8, 20, 388, 53894
0.6, 2.0, 20, 789, 53138
0.6, 2.2, 20, 250, 54878
0.6, 2.4000000000000004, 20, 279, 57946
0.6, 2.6, 20, 141, 56393
0.6, 2.8000000000000003, 20, 946, 58911
0.6, 3.0, 20, 699, 60747
0.8999999999999999, 0.2, 20, 499, 58276
0.8999999999999999, 0.4, 20, 992, 56738
0.8999999999999999, 0.6000000000000001, 20, 779, 56043
0.8999999999999999, 0.8, 20, 629, 58851
0.8999999999999999, 1.0, 20, 17, 52340
0.8999999999999999, 1.2000000000000002, 20, 425, 57281
0.8999999999999999, 1.4000000000000001, 20, 319, 55832
0.8999999999999999, 1.6, 20, 587, 56137
0.8999999999999999, 1.8, 20, 167, 60496
0.8999999999999999, 2.0, 20, 543, 55178
0.8999999999999999, 2.2, 20, 314, 56810
0.8999999999999999, 2.4000000000000004, 20, 830, 58127
0.8999999999999999, 2.6, 20, 890, 55788
0.8999999999999999, 2.8000000000000003, 20, 887, 55574
0.8999999999999999, 3.0, 20, 84, 54924
1.2, 0.2, 20, 523, 58033
1.2, 0.4, 20, 897, 55219
1.2, 0.6000000000000001, 20, 198, 56993
1.2, 0.8, 20, 28, 53497
1.2, 1.0, 20, 961, 54585
1.2, 1.2000000000000002, 20, 518, 60437
1.2, 1.4000000000000001, 20, 840, 58435
1.2, 1.6, 20, 404, 55879
1.2, 1.8, 20, 771, 55671
1.2, 2.0, 20, 222, 57636
1.2, 2.2, 20, 245, 58788
1.2, 2.4000000000000004, 20, 262, 58485
1.2, 2.6, 20, 51, 56440
1.2, 2.8000000000000003, 20, 318, 55012
1.2, 3.0, 20, 874, 56136
1.5, 0.2, 20, 82, 50020
1.5, 0.4, 20, 358, 56826
1.5, 0.6000000000000001, 20, 848, 57718
1.5, 0.8, 20, 995, 58158
1.5, 1.0, 20, 177, 55860
1.5, 1.2000000000000002, 20, 98, 55619
1.5, 1.4000000000000001, 20, 725, 56318
1.5, 1.6, 20, 391, 55549
1.5, 1.8, 20, 36, 54644
1.5, 2.0, 20, 718, 55720
1.5, 2.2, 20, 280, 56741
1.5, 2.4000000000000004, 20, 50, 54308
1.5, 2.6, 20, 311, 58736
1.5, 2.8000000000000003, 20, 505, 60415
1.5, 3.0, 20, 265, 56933
1.7999999999999998, 0.2, 20, 645, 58299
1.7999999999999998, 0.4, 20, 795, 53437
1.7999999999999998, 0.6000000000000001, 20, 180, 59072
1.7999999999999998, 0.8, 20, 847, 55923
1.7999999999999998, 1.0, 20, 465, 56906
1.7999999999999998, 1.2000000000000002, 20, 397, 58989
1.7999999999999998, 1.4000000000000001, 20, 388, 56084
1.7999999999999998, 1.6, 20, 239, 58228
1.7999999999999998, 1.8, 20, 721, 55696
1.7999999999999998, 2.0, 20, 865,   0.2
1.7999999999999998, 2.2, 20, 741, 59444
1.7999999999999998, 2.4000000000000004, 20, 134, 57530
1.7999999999999998, 2.6, 20, 848, 

59067
1.7999999999999998, 3.0, 20, 829, 58829


2.1, 0.2, 20, 92, 53938
2.1, 0.4, 20, 917, 53882
2.1, 0.6000000000000001, 20, 34, 52614
2.1, 0.8, 20, 854, 59729
2.1, 1.0, 20, 76, 56744
2.1, 1.2000000000000002, 20, 909, 56201
2.1, 1.4000000000000001, 20, 305, 55881
2.1, 1.6, 20, 505, ,   -
1.8, 0.3, 20, 776, 54884
1.8, 0.6, 20, 103, 51971
2.1, 0.3, 20, 344, 52184
2.1, 0.6, 20, 853, 58513
2.4, 0.3, 20, 83, 54894
2.4, 0.6, 20, 141, 56806
2.7, 0.3, 20, 449, 54724
2.7, 0.6, 20, 654, 54592
3.0, 0.3, 20, 821, 58093
3.0, 0.6, 20, 761, 
57512
3.3, 0.3, 20, 502, 56840
3.3, 0.6, 20, 786, 51852
3.6, 0.3, 20, 206, 53278
3.6, 0.6, 20, 740, 57710
3.9, 0.3, 20, 680, 55428
3.9, 0.6, 20, 367, 54465
4.199999999999999, 0.3, 20, 867, 56553
4.199999999999999, 0.6, 20, 3, 55158
4.5, 0.3, 20, 757, 54498
4.5, 0.6, 20, 102, 56827


0.6, 3, 20, 699, 60747
0.9, 1.8, 20, 167, 60496
1.2, 1.2, 20, 518, 60437
1.5, 2.8, 20, 505, 60415
2.1, 0.8, 20, 854, 59729
0.3, 2.4, 20, 140, 59568
1.8, 2.2, 20, 741, 59444
0.5, 0.5, 60, 625, 59136
1.8, 0.6, 20, 180, 59072
1.8, 2.6, 20, 848, 59067
1.8, 1.2, 20, 397, 58989
0.6, 2.8, 20, 946, 58911
0.9, 0.8, 20, 629, 58851
1.8, 3, 20, 829, 58829
1.2, 2.2, 20, 245, 58788
1.5, 2.6, 20, 311, 58736
0.6, 0.2, 20, 649, 58615
0.5, 0.5, 36, 286, 58530
2.1, 0.6, 20, 853, 58513
1.2, 2.4, 20, 262, 58485
1.2, 1.4, 20, 840, 58435
0.5, 0.5, 30, 260, 58313
1.8, 0.2, 20, 645, 58299
0.9, 0.2, 20, 499, 58276
1.8, 1.6, 20, 239, 58228
1.5, 0.8, 20, 995, 58158
0.9, 2.4, 20, 830, 58127
0.5, 0.5, 12, 624, 58095
3, 0.3, 20, 821, 58093
1.2, 0.2, 20, 523, 58033
0.6, 2.4, 20, 279, 57946
0.6, 1, 20, 528, 57929
0.5, 0.5, 54, 665, 57846
1.5, 0.6, 20, 848, 57718
3.6, 0.6, 20, 740, 57710
1.2, 2, 20, 222, 57636
0.5, 0.5, 32, 211, 57532
1.8, 2.4, 20, 134, 57530
3, 0.6, 20, 761, 57512
0.3, 2.8, 20, 767, 57480
56827
1.864034027303776, 2.630476476815966, 20.04134874638446, 645, 58836
1.8877416433539356, 0.5035862619564314, 20.02955508709763, 346, 54823
0.5632466922313123, 0.5262020095612919, 60.03989857890974, 202, 59718
1.7017924787661853, 2.2866456844699856, 19.979920636861184, 367, 53703
0.28246827856167933, 2.315252297073595, 20.064293071035532, 4, 55951
2.063733463769636, 0.7614387927938038, 20.077190363340215, 555, 53083
1.4834403693613676, 2.7838089509169706, 19.97425742161506, 485, 60648
1.2855915310827521, 1.1057538471849866, 20.022835278156414, 166, 57569
0.8154048973431862, 1.738083659909657, 20.011154160771266, 763, 57900
0.5095406656923889, 3.0434432341812503, 20.043059222745583, 996, 57460
1.864034027303776, 2.2866456844699856, 20.04134874638446, 698, 57232
1.8877416433539356, 0.5035862619564314, 60.03989857890974, 814, 59154
1.8877416433539356, 0.5035862619564314, 20.04134874638446, 682, 57094
1.8877416433539356, 2.630476476815966, 20.02955508709763, 853, 57665
1.8877416433539356, 0.5262020095612919, 20.02955508709763, 367, 53128
1.864034027303776, 2.2866456844699856, 20.04134874638446, 511, 57659
1.864034027303776, 2.2866456844699856, 60.03989857890974, 709, 60322
0.5632466922313123, 0.5262020095612919, 60.03989857890974, 484, 56341
1.8877416433539356, 2.2866456844699856, 19.979920636861184, 910, 54705
1.864034027303776, 0.5035862619564314, 20.04134874638446, 879, 54437
1.4834403693613676, 2.019255599401078, 17.057228291530965, 90, 53529
5.348313689068638, 3.1631352149314997, 24.09045719132385, 937, 60289
0.17639866217526634, 0.7614387927938038, 19.097276271535335, 301, 58586
0.45709575159707894, 3.4319738501575126, 23.552714911687517, 736, 55750
0.07037464060771424, 5.156723574574831, 22.593761574859066, 127, 57927
3.462320775010795, 1.0318772376668979, 17.655416665818176, 197, 55741
0.10225679800156558, 0.19583090336667364, 31.186647254190067, 964, 57264
0.6081931672811958, 0.5158287945478967, 12.686606220356984, 450, 55516
13.496355092455227, 0.2514437501828436, 62.37415088385078, 675, 56350
0.545475632090299, 0.9805724669873528, 38.54755497005886, 172, 57169
1.196328664466212, 0.9415075318661281, 22.09635637159686, 945, 56880
0.8200588833191341, 1.7598127625207307, 26.69532064428532, 80, 54652
4.628085132975099, 0.21846869095665478, 27.805404559002977, 195, 54611
1.5012502814046869, 1.3495003693478693, 35.32301462902565, 162, 57144
2.9565948467387626, 3.4319738501575126, 26.360374593795445, 663, 54901
11.678873750507714, 1.9580674386906016, 15.470870178247534, 668, 52601
0.3409379975769276, 0.19583090336667364, 9.285241326244854, 980, 58935
0.08325731305256699, 2.29757219015611, 26.57687673912145, 621, 60299
3.7434300131468996, 1.2527968678491856, 34.1145148524378, 331, 53168
2.362313570856526, 0.2229780335406734, 26.69532064428532, 917, 56732
0.06320655528797232, 5.22153941738532, 22.553860417619823, 193, 57599
0.12750249909815278, 0.8544214047518911, 19.11640862586076, 769, 55634
1.8379416601523086, 2.6543056676487535, 20.12505011219972, 452, 53309
0.358755206906723, 0.11440228020249094, 9.300124478059828, 381, 56397
1.8484338226069403, 0.5476113018079206, 59.97865389924439, 116, 57188
0.5929857110987524, 0.46895388811495026, 60.12653278494125, 511, 62128
5.401997542390734, 3.1007485090181395, 24.091832561943566, 852, 57441
0.11848460737133105, 2.357781497296842, 26.50207803204621, 471, 56021
1.8393963503353055, 2.3276613212080663, 59.96204339445698, 983, 55420
1.5100241059033608, 2.7779987031085076, 20.00128479745538, 285, 57234
1.8379416601523086, 2.6543056676487535, 22.553860417619823, 307, 57725
1.8379416601523086, 0.11440228020249094, 19.11640862586076, 510, 59891
0.06320655528797232, 2.6543056676487535, 22.553860417619823, 176, 56283
0.12750249909815278, 5.22153941738532, 9.300124478059828, 731, 55132
0.358755206906723, 2.6543056676487535, 20.12505011219972, 321, 56219
0.358755206906723, 0.8544214047518911, 22.553860417619823, 925, 59831
0.358755206906723, 0.11440228020249094, 22.553860417619823, 771, 57395
0.12750249909815278, 2.6543056676487535, 9.300124478059828, 130, 59349
0.06320655528797232, 5.22153941738532, 9.300124478059828, 373, 53897
0.358755206906723, 5.22153941738532, 9.300124478059828, 625, 56701
0.006749252407417244, 0.5476113018079206, 22.1042564242596, 466, 53434
0.20869935015579458, 1.898448818209262, 27.2836297503168, 993, 56216
0.3587552069067231, 1.976919675110023, 37.35608911349662, 925, 60132
0.0018605180346055324, 6.338703648660096, 86.24678349614966, 58, 55856
2.1753150717590635, 2.089589310162927, 48.761944433386724, 882, 56137
0.13163432683189527, 0.11440228020249094, 32.59835070905243, 457, 57753
19.157233558027844, 0.031084694560122056, 22.1042564242596, 164, 57244
7.49248975232379, 21.731934800219904, 0.8545910718692832, 964, 16998
27.56322375480678, 0.031084694560122056, 14.820591812395987, 869, 58286
4.128692422915288, 0.04221729552671016, 72.59373201410925, 529, 57684
0.2641843085094379, 2.1572153178532885, 17.19378247265948, 232, 60615
3.0068284222935184, 0.04221729552671016, 24.091832561943566, 505, 61126
0.1415464553853991, 59.37260497763253, 98.68084042872766, 808, 55780
0.6363653795895814, 0.57701563343622, 7.134772476496308, 659, 53518
0.007636339012505091, 17.856751725272133, 27.188898252036637, 103, 62734
1.246549771264306, 0.5476113018079206, 9.141952791427887, 395, 53738
5.566406855844835, 1.7360400937243763, 22.1042564242596, 329, 51271
1.7935225439929536, 5.904869678031245, 32.59835070905243, 295, 55982
3.33802010264978, 1.0475940340225791, 288.4100158993759, 419, 56688
2.1753150717590635, 0.2721468723566382, 132.74566995607987, 290, 59773
0.15630311321936766, 0.1171884037412197, 32.63269283054016, 717, 59169
27.661885329232724, -0.06325574149407379, 14.909423804079946, 954, 52276
0.08799935193278473, 2.5657946749272424, 9.261819676993795, 44, 53689
0.26200034390275495, 0.8950842915455085, 22.629876705879315, 744, 55625
1.8853851517718399, 0.03911654926746462, 19.193022500748015, 782, 56592
0.45435693320542964, 1.9602168621340144, 37.35375943837199, 267, 57986
0.2546882320816402, 2.08440807003218, 17.138285590772995, 95, 55279
3.0434685506775354, -0.005472813970962498, 24.036215975516534, 245, 59245
0.5937678536948553, 0.5404454398604654, 60.11099545586608, 640, 57835
-0.06721536338267474, 17.873520376082244, 27.26867717049602, 792, 56997
0.08799935193278473, 0.8950842915455085, 14.909423804079946, 33, 54902
27.661885329232724, 2.5657946749272424, 14.909423804079946, 587, 56273
0.26200034390275495, 0.1171884037412197, 32.63269283054016, 107, 56526
0.26200034390275495, 2.5657946749272424, 14.909423804079946, 474, 55590
0.08799935193278473, 0.1171884037412197, 22.629876705879315, 194, 63508
0.26200034390275495, 0.1171884037412197, 22.629876705879315, 985, 55019
0.15630311321936766, 0.8950842915455085, 9.261819676993795, 649, 57503
0.15630311321936766, 0.1171884037412197, 32.63269283054016, 987, 55914
0.26200034390275495, -0.06325574149407379, 14.909423804079946, 396, 58812
0.08799935193278473, -0.06325574149407379, 14.909423804079946, 994, 56942
1.88538515177184, 0.03313085433256199, 97.63819811127024, 123, 53224
-0.16266829408637404, 4.260739057510493, 8.830378620681083, 728, 55873
-0.14379564181505491, 0.0025530835176996963, 16.860884575396557, 874, 53950
0.13115374123070628, 0.035077339803126655, 36.58291166654047, 928, 74115
14.603704223374002, -0.2113284363855035, 13.895671952441234, 110, 54858
12.640278702637922, 1.2552195884975916, 9.261819676993795, 313, 54940
0.07061115374365276, 3.269619329023356, 339.2462606204383, 109, 57750
0.17088646620203102, 1.9602168621340141, 97.63819811127024, 516, 58117
0.7049944787480027, 1.9701904263978132, 3.2531812256830857, 846, 34554
0.06890604545016413, 17.78304043987775, 16.8566899225521, 206, 56715
0.8786013817483092, 1.2154537980042077, 13.248373301159127, 538, 54876
0.5486683789418362, 0.32146588920382607, 8.648468867888537, 551, 53819
-0.08376733850115992, 0.646589479319165, 17.975640403776666, 772, 58217
0.22513949630205687, 3.1660366583715343, 8.341356468722742, 350, 50366
0.22513949630205687, -0.005472813970962498, 3.8039262501889626, 278, 39389
0.0791329458699358, 1.9602168621340141, 2.002822313980951, 697, 41906
0.6716977136768654, -0.06325574149407379, 1.9792635183814338, 464, 29938
15.681780823389513, -0.2182424320802796, 283.84790792536444, 249, 60650
17.438837066402368, 0.32310150451074837, 4.579595139220396, 253, 46023
-0.348221558057235, 2.08440807003218, 16.8566899225521, 617, 60960
0.5263091670745382, 0.4619706663545653, 60.10848840215167, 352, 57366
0.35619222896276326, 1.8760920503772256, 37.392007797378064, 978, 54059
0.21761423907364705, 1.9669324979383211, 97.54821606845118, 462, 56278
-0.0453766872588561, 0.6442746652459297, 18.053823182872616, 121, 58013
0.3054381025986339, 0.0026050181085611746, 14.858143050263566, 181, 49164
0.1699434946342167, 0.03407032024330608, 32.535361291578276, 127, 63205
3.0212755989374718, -0.04180781110133304, 24.012851945807807, 399, 57138
15.667761078250013, -0.19837248706926003, 283.87681502108165, 312, 57671
0.16341645783647457, 0.21659098597043022, 22.59582718710386, 334, 54485
0.03675087884545765, -0.045327607059102645, 36.59794247159086, 307, 63855
0.35619222896276326, 0.6442746652459297, 60.10848840215167, 586, 56919
-0.0453766872588561, 0.4619706663545653, 60.10848840215167, 594, 59712
0.21761423907364705, 1.8760920503772256, 97.54821606845118, 71, 56935
0.35619222896276326, 1.8760920503772256, 97.54821606845118, 103, 55220
0.5263091670745382, 1.8760920503772256, 18.053823182872616, 180, 57687
-0.0453766872588561, 0.4619706663545653, 97.54821606845118, 939, 56126
0.21761423907364705, 0.6442746652459297, 60.10848840215167, 290, 58140
0.21761423907364705, 0.6442746652459297, 37.392007797378064, 255, 58588
0.5263091670745382, 0.4619706663545653, 97.54821606845118, 556, 54808
0.35619222896276326, 0.6442746652459297, 37.392007797378064, 493, 57096
0.43966977424539117, 0.4802635604152789, 35.53006652162409, 364, 56758
9.011671572490085, 0.16939013038287745, 58.30463817772329, 379, 55319
0.35619222896276326, 0.0026050181085611746, 35.61193747809237, 802, 50858
0.2465454679501021, 0.6442746652459297, 22104.2360825649, 450, 55230
2.593636868870147, 1.7571035322203912, 80.46592386111773, 402, 57860
0.3152249794062308, 4.708966586466768, 59.59417747881826, 121, 57492
19.807191703273674, 7.136686003333535, 54.85649815391275, 543, 57653
0.38586367258121185, 2.037055029982221, 7344.255248911428, 774, 58050
0.25572585319145896, 0.3462523214790585, 132.59478504306034, 381, 58550
0.35918098898744044, 0.03407032024330608, 16200.872321319586, 448, 55461
24.238677109918637, 1.1712401661696805, 24.012851945807807, 273, 53073
0.23112161000216597, 0.9541458983306985, 0.10443862296341527, 291, 20510
0.2837251824709502, -0.10962179647297439, 45.25022580262111, 465, 54760
17.38321845585774, 0.7656921257873149, 45.25022580262111, 546, 55545
0.5263091670745382, -0.10560009665345602, 24.734571593234712, 520, 57256
0.16341645783647457, 2.602202474577376, 122.26756894436693, 954, 56589
-0.020434328996810896, 1.3320232525780862, 3724.6368721197155, 814, 59938
1.4953781883755386, 0.3082119683869414, 267.08832205895493, 795, 55722
2.593636868870147, -0.027332265633244004, 26.82375409810782, 334, 53725
0.21250075049033543, 4.140566462744605, 29.297351347937713, 849, 57626
2.6004038339116295, 1.8000543963838087, 80.5272024921536, 254, 55972
-0.049982044903939093, 0.6987885369207762, 17.986488812583865, 594, 59913
0.3239048651244416, 2.0930655105869977, 7344.2113210164, 988, 56489
0.18765456325367713, 0.616478407611335, 60.058426356615, 228, 59584
0.2390037611175323, 0.27753542400596015, 132.6457553500097, 684, 56665
0.1477768097530516, 0.7205801451477944, 37.45725406457037, 662, 58113
-0.05644992697733772, 0.4037272560258541, 60.126788993049395, 90, 56185
-0.10581008829638326, 1.2482430527277846, 3724.723833575045, 45, 55223
0.22812334752693636, 0.08765000448362267, 32.45705657115169, 913, 57621
0.12611021772447467, -0.03760705696038788, 36.648508592913124, 342, 56769
2.6004038339116295, 0.6987885369207762, 7344.2113210164, 733, 58383
-0.049982044903939093, 0.6987885369207762, 7344.2113210164, 130, 58115
0.18765456325367713, 2.0930655105869977, 17.986488812583865, 884, 53576
0.3239048651244416, 1.8000543963838087, 60.058426356615, 547, 55197
0.3239048651244416, 2.0930655105869977, 7344.2113210164, 841, 59756
0.3239048651244416, 0.616478407611335, 7344.2113210164, 796, 54851
0.3239048651244416, 0.616478407611335, 7344.2113210164, 8, 54602
0.3239048651244416, 0.616478407611335, 60.058426356615, 463, 53724
2.6004038339116295, 2.0930655105869977, 17.986488812583865, 818, 56798
0.3239048651244416, 2.0930655105869977, 7344.2113210164, 475, 57397
-0.45669009022918333, 1.7796072094497986, 19.514726716627003, 885, 57100
-0.04976926839685432, 1.2482430527277846, 3724.7238335750453, 495, 60281
0.291347836625844, 0.28830502291892607, 174.35039018118195, 183, 57443
-0.05670654591867531, 0.7697107136512108, 3771.338391545604, 833, 60820
-0.05448913168106023, 1.800054396383809, 22.61919313441387, 779, 57374
0.5317117209626068, 0.9926459245052438, 1827.693400223169, 701, 59128
0.939688467679814, 2.40595736502465, 495.1725600562159, 307, 58154
0.8066451245494503, 1.7612771256100563, 43.72788799841228, 33, 53722
0.2197725055876141, 0.3599663219349307, 37.24732732284915, 295, 59743
0.12611021772447467, 1.4417035494185988, 187.38742210045223, 865, 57745
-0.40253385613990633, 0.6681451675432317, 22.61919313441387, 773, 57745
-0.1834523055055272, 0.8541249453530552, 75.26932198956995, 11, 57520
0.06396534763537175, 0.7697107136512108, 3399.6720617019923, 721, 56536
0.8066451245494503, 0.28830502291892607, 124.46989461335163, 617, 61244
0.8741778151638067, 1.0670934600289004, 25.96400295902869, 531, 60386
-0.025686972198233116, 2.187794528173786, 6749.494028294315, 964, 57545
0.08552240201021684, 1.290190810404379, 536.5961351746738, 108, 56321
4.633529424570917, -0.027379039285208025, 9.767439893400141, 511, 58530
0.8741778151638067, 0.06133758459339775, 37.45725406457037, 48, 54474
0.12251379059992101, 0.4626081011410478, 4.446232908224442, 835, 51363
4.617259867332294, 0.050038361336925324, 9.717581134760161, 617, 56237
0.48977596225741526, 1.0333530634799288, 1827.727813981737, 71, 57342
0.20579337870043876, 0.702315582734846, 60.00978618591418, 435, 55119
0.31556483154074777, 0.30735127580686994, 37.294658975263424, 493, 58528
0.37192142766742897, 2.1812757756771055, 7344.228944053287, 34, 67129
-0.1180400480359331, 0.759930706379008, 17.95487647157443, 861, 57793
-0.06682491715583752, 1.170471222953572, 3724.7419982062966, 90, 56577
0.9589772235097653, 1.0560907046529158, 25.947280070896564, 763, 55970
-0.10411279483034758, 0.71651610135483, 3771.3688540066, 704, 57938
0.7371067263138749, 0.23061192197589642, 124.42104637274217, 588, 55201
4.617259867332294, 0.050038361336925324, 1827.727813981737, 909, 56589
0.20579337870043876, 1.0333530634799288, 60.00978618591418, 739, 56399
4.617259867332294, 0.702315582734846, 9.717581134760161, 843, 56243
0.20579337870043876, 0.30735127580686994, 60.00978618591418, 510, 61661
4.617259867332294, 0.050038361336925324, 9.717581134760161, 888, 53191
0.20579337870043876, 0.30735127580686994, 9.717581134760161, 538, 55280
4.617259867332294, 0.702315582734846, 60.00978618591418, 203, 57087
0.48977596225741526, 0.702315582734846, 9.717581134760161, 955, 56828
0.20579337870043876, 0.050038361336925324, 1827.727813981737, 892, 56358
0.48977596225741526, 0.702315582734846, 9.717581134760161, 936, 55458
-0.30448865159222405, 3.8410482648893556, 19.829128112501806, 741, 59745
0.5798829855479047, 1.2543173580896152, 7268.6541690832055, 837, 56754
0.7371067263138749, 4.209192568665054, 1846.7313482034854, 203, 57565
-0.07608283636372234, 0.27542141391612734, 60.974522235124745, 191, 55881
-0.033348146110771276, 0.2690401161600413, 1.4806004244443376, 905, 35457
2.1539538875151165, 15.466222228386025, 7344.228944053286, 618, 61083
14.593781361417618, 0.12639238268965622, 4.9220540893330105, 430, 47261
4.670717794992811, 2.683605919540162, 1.0485298627133932, 625, 24695
0.31556483154074777, 0.16791691299588546, 3724.7419982062966, 359, 59447
8.821344508276379, 0.01574703270032497, 11394.010226214104, 435, 57612
0.179270255512341, 1.0560907046529158, 3724.7419982062966, 570, 57223
4.706715218910566, 0.09825227304848867, 4.9220540893330105, 640, 52113
0.799115199687442, 2.1812757756771055, 3713.8093077029616, 595, 57551
0.48977596225741526, 2.683605919540162, 1782.5977951560615, 188, 59501
-0.12587493582439271, 0.12639238268965622, 169.1378995382789, 788, 52914
8.821344508276379, 0.23061192197589642, 2567.9193346120855, 517, 59597
